-133.744 -45.6651 
14.251 80.3005 
-66.1124 -42.9691 
40 -30 

-135.7 -46.3745 
14.3101 81.1938 
-67.1164 -43.6496 
40.5 -30.5 

-137.656 -47.084 
14.3692 82.087 
-68.1205 -44.3302 
41 -31 

-139.613 -47.7935 
14.4283 82.9803 
-69.1246 -45.0107 
41.5 -31.5 

-141.569 -48.503 
14.4875 83.8737 
-70.1287 -45.6912 
42 -32 

-143.526 -49.2125 
14.5466 84.7671 
-71.1329 -46.3717 
42.5 -32.5 

-145.483 -49.922 
14.6058 85.6606 
-72.1371 -47.0523 
43 -33 

-147.44 -50.6315 
14.6649 86.5541 
-73.1413 -47.7328 
43.5 -33.5 

-149.397 -51.3411 
14.7241 87.4476 
-74.1455 -48.4133 
44 -34 

-151.355 -52.0507 
14.7832 88.3412 
-75.1498 -49.0939 
44.5 -34.5 

-153.312 -52.7603 
14.8424 89.2348 
-76.1541 -49.7744 
45 -35 

-155.27 -53.4699 
14.9016 90.1284 
-77.1584 -50.4549 
45.5 -35.5 

-157.228 -54.1795 
14.9608 91.0221 
-78.1627 -51.1355 
46 -36 

-159.186 -54.8891 
15.02 91.9159 
-79.1671 -51.816 
46.5 -36.5 

-161.144 -55.5988 
15.0792 92.8096 
-80.1715 -52.4966 
47 -37 

-163.102 -56.3084 
15.1385 93.7035 
-81.1758 -53.1771 
47.5 -37.5 

-165.06 -57.0181 
15.1977 94.5973 
-82.1803 -53.8577 
48 -38 

-167.019 -57.7278 
15.2569 95.4912 
-83.1847 -54.5383 
48.5 -38.5 

-168.977 -58.4375 
15.3162 96.3851 
-84.1892 -55.2188 
49 -39 

-170.936 -59.1472 
15.3754 97.279 
-85.1936 -55.8994 
49.5 -39.5 

-172.895 -59.8569 
15.4347 98.173 
-86.1981 -56.58 
50 -40 

